ns1:PERIODICAL-TITLE,ns1:LOCATION,ns1:TITLE,ns1:AUTHOR,ns1:ENGLISH,ns1:SPANISH,ns1:GENDER,ns1:LANGUAGE,ns1:ETHNICITY
"El Cronista del Valle, Brownsville, TX.","24, Septiembre 1926 p.3",El odio,"Menéndez Mina, Iaura de","Short stories
Hate in literature
Forgiveness in literature
1926","Cuentos
Odio en la literatura
Perdón en la literatura",Female,Spanish,
"Renacimiento, El Paso, TX.","14, Julio 1923 p.2,3",Cómo se educa actualmente,"Michón, Marie","Essays
Elderly in literature
Education in literature
1923","Ensayos
Vejez en la literatura
Educación en la literatura",Female,Spanish,
"Renacimiento, El Paso, TX.","14, Julio 1923 p.2,3",Cómo se educa actualmente,"Michón, Marie","Essays
Elderly in literature
Education in literature
1923","Ensayos
Vejez en la literatura
Educación en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX","12 Julio, 1929, p. 2","Ave, dilecto!","Milanes, María Luisa","Poetry
Sonnet
Suffering in literature
1929","Poesía
Soneto
Sufrimiento en la literatura",Female,Spanish,Cuban
"El Cronista del Valle, Brownsville, TX","5 Octubre, 1928, p. 2","Amor, amor","Mistral Gabriela (Pseud.)
Godoy Alcayaga, Lucila, 1889-1957","Poetry
Love in literature
1928","Poesía
Amor en la literatura",Female,Spanish,Chilean
"El Continental, El Paso, TX.","20, Diciembre 1934  p.4",El tiempo que pasa,"Mistral, Gabriela (pseud)
Godoy Alcayaga, Lucila, 1889-1957","Essays
Didactic literature
Death in literature
1934","Ensayos
Literatura didáctica
Muerte en la literatura",Female,Spanish,Chilean
"El Continental, El Paso, TX.","7, Junio 1935 p.4",El canto,"Mistral, Gabriela (Pseud)
Godoy Alcayaga, Lucila, 1889-1957","Sketches
Essays
Women in literature
Music in literature
1935","Bocetos
Ensayos
Mujeres en la literatura
Música en la literatura",Female,Spanish,Chilean
"El Continental, El Paso, TX.","6, Agosto 1935 p.4",Canción de las muertas.,"Mistral, Gabriela (Pseud)
Godoy Alcayaga, Lucila, 1889-1957","Poetry
Death in literature
1935","Poesía
Muerte en la literatura",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","16, Febrero 1925 [p.2]",Los sonetos de la muerte,"Mistral, Gabriela (pseud.)
Godoy Alcayaga, Lucila, 1889-1957","Poetry
Death in literature
Eternity in literature
1925","Poesía
Muerte en la litertura
Eternidad en la literatura",Female,Spanish,Chile
"El Cronista del Valle, Brownsville, TX.","22, Abril 1926 [p.2]",A noel,"Mistral, Gabriela (pseud.)
Godoy Alcayaga, Lucila, 1889-1957","Poetry
Children in literature
Christmas in literature
1926","Poesía
Niños en la literatura
Navidad en la literatura",Female,Spanish,Chilean
"El cronista del Valle, Brownsville, TX","16 marzo, 1928, p. 4",El ruego,"Mistral, Gabriela (pseud.)
Godoy Alcayaga, Lucila, 1889-1957","Poetry
Prayer in literature
1928","Poesía
Oración en la literatura",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","8, Junio 1925 [p.2]",Dame la mano,"Mistral, Gabriela (pseud.), 1889-1957
Godoy Alcayaga, Lucila","Poetry
Love in literature
Women in literature
Women in literature
1925","Poesía
Amor en la literatura
Mujeres y literatura
Mujeres en la literatura",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","4, Junio 1926 [p.3]",Hablaba de ti,"Mistral, Gabriela, 1889-1957","Sketches
Essays
Love in literature
1926","Bocetos
Ensayos
Amor en la literatura",Female,Spanish,Chilean
"El Faro Dominical,  El Paso, TX","16 Octubre, 1927  [p. 21]",Himno matinal,"Mistral, Gabriela, 1889-1957 / f / Chilean","Poetry
Religious poetry
Patriotism
1927","Poesía
Poesía religiosa
Patriotismo",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","20, Febrero 1925 [p.2]",Strugle for life,"Molina, Sara","Short stories
Marriage in literature
Man-Woman relationships in literature
Authority in literature
Life in literature
1925","Cuentos
Matrimonio en la literatura
Hombre-Mujer relaciones en la literatura
Autoridad en la literatura
Vida en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","20, Febrero 1925 [p.2]",Strugle for life,"Molina, Sara","Short stories
Marriage in literature
Man-Woman relationships in literature
Authority in literature
Life in literature
1925","Cuentos
Matrimonio en la literatura
Hombre-Mujer relaciones en la literatura
Autoridad en la literatura
Vida en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX","12 Abril, 1929, p. 2",Corazón Mio!...,"Mondragón, Margarita","Poetry
Love in literature
1929","Poesía
Amor en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","30, Junio 1927 p.3",Niño,"Monvel, María","Poetry
Children in literature
1927","Poesía
Niños en la literatura",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","24, Noviembre 1924 [p.2]",A pesar,"Monvel, María, 1899-","Poetry
Love poetry
1924
Sadness in literature","Poesía
Poesía amorosa
Tristeza en la literatura",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","29, Enero 1927 p.2",Nunca ya,"Monvel, María, 1899- (pseud.)
Brito de Donoso, Tilda","Poetry
Love poetry
Disappointment in literature","Poesía
Poesía amorosa
Decepción en la literatura",Female,Spanish,Chilean
"El Continental, El Paso, TX","2, enero 1938 p.8","Las posadas se van
En: Buzon femenino","Morel Suárez, Aurora","Essays
Christmas in literature
Manners and customs
1938
Las Posadas","Ensayos
Navidad en la literatura
Usos y costumbres",Female,Spanish,
"El Latino Americano, El Paso, TX.","14, Febrero 1891 [p.4]",Su amor,"Moreno de Arias, Ana","Poetry
Love Poetry
1891","Poesía
Poesía de amor",Female,,
"El Cronista del Valle, Brownsville, TX.","17, Diciembre 1924 [p.2]",Esperando,"Moreno, María","Poetry
Hope in literature
Love in literature
1924","Poesía
Esperanza en la literatura
Amor en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","28, Marzo 1925 [p.2]",Sin alas,"Moreno, Maria 1907?-","Poetry
Love poetry
1925
Women authors
Sadness in literature","Poesía
Poesía amorosa
Autoras
Tristeza en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","28, Marzo 1925 [p.2]",Con mis versos de amor,"Morenos, María","Poetry
Love poetry
1925","Poesía
Poesía amorosa",Female,Spanish,
"El Continental, El Paso, TX.","12, Junio 1936 p.6",Flores del alma. IN: Espontaneidades.,"Mugia de Venzor, Manuela","Poetry
Mothers
Love in literature
1936","Poesía
Madres
Amor en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","11, Junio 1936 p.5",Espiritualicemos. IN: Buzón femenino.,"Mulder, Elisabeth, 1904-","Essays
Didactic literature
Idealism in literature
Art in literature
Moral conditins in liteature
1936","Ensayos
Literatura didáctica
Idealismo en la literatura
Arte en la literatura
Condiciones morales en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","3, Noviembre 1935 p.2",Madre querida... IN: Espontaneidades,"Murga de Venzor, Manuela","Poetry
Death in literature
Love in literature
Sadness in literature
Mothers-Mortality
1935","Poesía
Muerte en la literatura
Amor en la literatura
Tristeza en la literatura
Madres-Mortalidad",Female,Spanish,
"El Defensor, Edinburg, TX.","25, Abril 1930 p.2",El himno de la vida.,"Negri, Ada, 1870-1945","Essays
Women in literature
Death in literature
1930
Women and literature","Ensayos
Mujeres en la literatura
Muerte en la literatura
Mujeres y literatura",Female,,Italian
"El Cronista del Valle, Brownsville, TX","22 abril 1927, p. 3",Necesidad de contar cuentos,"Negri, Ada, 1870-1945","Essays
Children's in literature
1927","Ensayos
Literatura infantil",Female,Spanish,Italian
"El Cronista del Valle, Brownsville,TX.","5, Marzo 1925 [p.2]",Los bohemios,"Niquiza, Conchira","Poetry
Bohemions in literature
1925","Poesía
Bohemios en la literatura",Female,Spanish,
"El Monitor, El Paso, TX.","20, Enero 1900 [p2-3]",¡Patria!,"Núnez, Concepción","Speeches
Oratory
Mexico-History
Women-Mexico
Patriotic Literature
1900",,Female,,Mexican
"El Monitor, El Paso, TX.","20, Enero 1900 [p2-3]",¡Patria!,"Núnez, Concepción","Speeches
Oratory
Mexico-History
Women-Mexico
Patriotic Literature
1900",,Female,,Mexican
"El Monitor, El Paso, TX.","20, Enero 1900 [p2-3]",¡Patria!,"Núnez, Concepción","Speeches
Oratory
Mexico-History
Women-Mexico
Patriotic Literature
1900",,Female,,Mexican
"El Monitor, El Paso, TX.","20, Enero 1900 [p2-3]",¡Patria!,"Núnez, Concepción","Speeches
Oratory
Mexico-History
Women-Mexico
Patriotic Literature
1900",,Female,,Mexican
"El Monitor, El Paso, TX.","20, Enero 1900 [p2-3]",¡Patria!,"Núnez, Concepción","Speeches
Oratory
Mexico-History
Women-Mexico
Patriotic Literature
1900",,Female,,Mexican
"El Faro Dominical,  El Paso, TX","20 Noviembre, 1927  [p. 50]",Almas femeninas,"Ochoa y Bezares, Virginia,  / f /","Poetry
Religious poetry
Women in literature
1927","Poesía
Poesía religiosa
Mujeres en la literatura",Female,Spanish,
"El Heraldo Mexicano, San Antonio, TX.","26, Febrero 1928 [p.2]",Me basta,"Ontiveros y Herrera, María","Poetry
Love poetry
1928","Poesía
Poesía de amor",Female,,Paraguayan
"El Defensor, El Paso, TX.","15, Octubre 1894 [p.3]","Golondrina. Parodia dedicada a ""Enrique"".","Ortiz y Gallardo, Ignacia Manso de
Muriel [Pseud]","Poetry
Bécquer, Gustavo Adolfo, 1836-1870
Parodies, imitations, etc.
1894
Love poetry
Women and literature","Poesía
Parodias, imitaciones, etc.
Poesía de amor
Mujeres y literatura",Female,Spanish,
"El Continental, El Paso, TX.","21, Mayo 1937 p.6","[¡Oh, palabras, palabras] IN: Intermedio","Palavicini de Villaseñor, Laura","Poetry
Love poetry
1937","Poesía
Poesía amorosa",Female,Spanish,
"El Continental, El Paso, TX","23, Mayo 1937 p.6",bajo un techo de estrellas. IN: Intermedio,"Palavicini de Villaseñor, Laura","Poetry
Love poetry
Sadness in literature
1937","Poesía
Poesía amorosa
Tristeza en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","3, Junio 1937 p.6",Amanece. IN: Intermedio,"Palavicini de Villaseñor, Laura","Poetry
Nature in literature
1937","Poesía
Naturaleza en la literatura",Female,Spanish,
"El Continental, El Paso, TX","6, Junio 1937 p.8",Tu serenidad,"Palavicini de Villaseñor, Laura","Poetry
Fear in literature
Love in literature
Death in literature
1937","Poesía
Miedo en la literatura
Amor en la literatura
Muerte en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","9, Julio 1937 p.8",Mata a tu corazón. IN: Intermedio,"Palavicini Villaseñor, Laura","Poetry
Love poetry
Sadness in literature
1937","Poesía
Poesía amorosa
Tristeza en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","26, Agosto 1926 p.3",El ahogado,"Pardo Basán, Emilia, 1852-1921","Short stories
Death in literature
Suicide in literature
Life in literature
1926","Cuentos
Muerte en la literatura
Suicidio en la literatura
Vida en la literatura",Female,Spanish,
"El cronista del Valle, Brownsville, TX","30 marzo, 1928, p. 4",La cena de Cristo,"Pardo Bazán, Emilia, 1852-","Short stories
Jesus Christ in literature
Charity in literature
1928","Cuentos
Jesucristo en la literatura
Caridad en la literatura",Female,Spanish,Spanish
"La Evolución, Laredo, TX.","9, Marzo 1919 [p.2]",Cuento de Emilia Pardo Bazán.  Prueba al canto,"Pardo Bazán, Emilia, 1852-1921","Short stories
Women and literature
Communism in literature
Socialism in literature
1919","Cuentos
Mujeres y la literatura
Comunismo en la literatura
Socialismo en la literatura",Female,Spanish,Spanish
"La Evolución, Laredo, TX.","9, Marzo 1919 [p.2]",Cuento de Emilia Pardo Bazán.  Prueba al canto,"Pardo Bazán, Emilia, 1852-1921","Short stories
Women and literature
Communism in literature
Socialism in literature
1919","Cuentos
Mujeres y la literatura
Comunismo en la literatura
Socialismo en la literatura",Female,Spanish,Spanish
"La Evolución, Laredo, TX.","9, Marzo 1919 [p.2]",Cuento de Emilia Pardo Bazán.  Prueba al canto,"Pardo Bazán, Emilia, 1852-1921","Short stories
Women and literature
Communism in literature
Socialism in literature
1919","Cuentos
Mujeres y la literatura
Comunismo en la literatura
Socialismo en la literatura",Female,Spanish,Spanish
"La Patria, El Paso, TX","14, Septiembre 1920 p.2",Algo sobre escultura IN: Variedades,"Pardo Bazán, Emilia, 1852-1921","Essays
Sculpture in literature
Madariaga, Julio Antonio
1920
Didactic literature","Ensayos
Literatura didáctica
Escultura
Mujeres en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville,TX.","5, Marzo 1925 [p.2]",La reja,"Pardo Bazán, Emilia, 1852-1921","Short stories
Emotions in literature
Nuns in literature
Sadness in literature
Man-woman relationship in literature
1925
Love in literature","Cuentos
Emociones en la literatura
Tristeza en la literatura
Relaciones hombre-mujer en la literatura
Amor en la literatura
Monjas en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX","21 Junio, 1929, p. 2",El decimo de lotería,"Pardo Bazán, Emilia, 1852-1921","Short stories
Marriage in literature
1929","Cuentos
Matrimonio en la literatura",Female,Spanish,Spanish
"El Cronista del Valle,  Brownsville, Texas","6, Enero 1927 [p.3]",El Perfume de la Otra,"Pardo, Maria Esperanza","Short Stories
Infidelity in literature
Love in literature
1927","Cuentos
Infidelidad en la literatura
Amor en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","12, Diciembre 1926 p.3",Divorciada,"Pardo, María Esperanza","Short stories
Man-Woman relationships
Divorce in literature
Jeaulosy in literature
1926","Cuentos
Relaciones hombre-mujer
Divorcio en la literatura
Celos en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX","25 Enero, 1929, p. 2",La cascabel,"Pardo, María Esperanza","Short stories
Jealousy in literature
1929","Cuentos
Celos en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","19, Mayo 1925 [p.2]",Bucolica,"Pereda, Laura de","Short stories
Women in literature
Love in literature
Faires in literature
1925","Cuentos
Mujeres en la literatura
Amor en la literatura
Hades en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","19, Mayo 1925 [p.2]",Bucolica,"Pereda, Laura de","Short stories
Women in literature
Love in literature
Faires in literature
1925","Cuentos
Mujeres en la literatura
Amor en la literatura
Hades en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","25, Septiembre 1925 [p.2]",Tejedora de ensueño,"Pereda, Laura de","Short stories
Love in literature
Hope in literature
Time in literature
1925","CUentos
Amor en la literatura
Esperanza en la literatura
Tiempo en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","7, Diciembre 1925 [p.2]",Más fuerte que la muerte,"Pereda, Laura de","Short stories
Death in literature
Love in literature
Self sacrifice in literature
1925","Cuentos
Muerte en la literatura
Amor en la literatura
Sacrificio personal en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","7, Diciembre 1925 [p.2]",Más fuerte que la muerte,"Pereda, Laura de","Short stories
Death in literature
Love in literature
Self sacrifice in literature
1925","Cuentos
Muerte en la literatura
Amor en la literatura
Sacrificio personal en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","7, Diciembre 1925 [p.2]",Más fuerte que la muerte,"Pereda, Laura de","Short stories
Death in literature
Love in literature
Self sacrifice in literature
1925","Cuentos
Muerte en la literatura
Amor en la literatura
Sacrificio personal en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","13, Abril 1926 [p.2]",Víctimas del deber,"Pereda, Laura de","Short stories
Fear in literature
Duty in literature
1926","Cuentos
Miedo en la literatura
Deber en la literatura",Female,Spanish,
"El Cronsita del Valle, Brownsville, TX.","23, Julio 1927",Ideas fuerzas,"Pereda, Laura de","Short stories
Kindness in literature
Repentance in literature
1927","Cuentos
Bondad en la literatura
Arrepentimiento en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","24, Julio 1927 p.3",Una arma siempre invencible,"Pereda, Laura de","Short stories
Kings and rulers
Kindness in literature
1927","Cuentos
Reyes y gobernantes
Bondad en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","19, Octubre 1926 p.3",Subterfugios,"Pereda, Laura de","Short stories
Love in literature
1926","Cuentos
Amor en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","2, Enero 1926 [p.2]",La promesa,"Pereda, Laura de","Short stories
Children in literature
Motheres in literature
Death in literature
Life in literature
1926","Cuentos
Niños en la literatura
Madres en la literatura
Muerte en la literatura
Vida en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","2, Enero 1926 [p.2]",La promesa,"Pereda, Laura de","Short stories
Children in literature
Motheres in literature
Death in literature
Life in literature
1926","Cuentos
Niños en la literatura
Madres en la literatura
Muerte en la literatura
Vida en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","5, Enero 1926 [p.2]",Caridad,"Pereda, Laura de","Short stories
Children in literature
Behavior in literature
Charity in literature
Kindness in literature
1926","Cuentos
Niños en la literatura
Comportamiento en la literatura
Caridad en la literatura
Bondad en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","5, Enero 1926 [p.2]",Caridad,"Pereda, Laura de","Short stories
Children in literature
Behavior in literature
Charity in literature
Kindness in literature
1926","Cuentos
Niños en la literatura
Comportamiento en la literatura
Caridad en la literatura
Bondad en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","16, Febrero 1926 [p.2]",Combate singular,"Pereda, Laura de","Short stories
Friendship in literature
Love in literature
1926
Sibling rivalry","Cuentos
Amistad en la literatura
Amor en la literatura
Rivalidad entre hermanos",Female,Spanish,
"El Cronista del Valle, Brownsville, TX","27 abril 1927, p. 3",Una arma invisible,"Pereda, Laura de","Short stories
Kings in literature
Kindness in literature
Sonnet
1927","Cuentos
Reyes y gobernantes
Bondad en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX","8 mayo 1927, p. 3",La hechicera,"Pereda, Laura de","Short stories
Witchcraft in literature
1927","Cuentos
Brujería en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","1, Junio 1936 p.3",Buzón femenino,"Pggi, Sara","Essays
Didactic literature
Women in literature
Friendship in literature
1936","Ensayos
Literatura didáctica
Mujeres en la literatura
Amistad en la literatura",Female,Spanish,
"El Eco, Kingsville, TX.","Febrero-Marzo, 1935 p.3",¡Levántate....!,"Pinales, Carlota","Poetry
Faith in literature
Obedience-Biblical teaching
1935","Poesía
Fe en la literatura
Obediencia-Enseñanza bíblica
Mujeres en la literatura",Female,Spanish,
"El Eco, Kingsville, TX.","1, Septiembre 1933 p.8",Para la tumba de Virgilio.,"Pinales, Rebeca G.","Poetry
Death in literature
Eternity in literature
1933","Poesía
Muerte en la literatura
Eternidad en la literatura
Mujeres en la literatura
Women and literature",Female,Spanish,
"El Bejareño.  San Antonio, Tx. 1855-1856",23 feb. 1856 [p.4],El pesar,"Pizarro, Ramona","Poetry
Love poetry
1856",,Female,,
"El Bejareño.  San Antonio, Tx. 1855-1856",14 jun. 1856 [p.2],La mariposa y la abeja,"Pizarro, Ramona","Poetry
Didactic poetry
Women authors
1856
Fables",,Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","29, Mayo 1925 [p.2]",¡Ven...!,"Posada, Esperana","Poetry
Happiness in literature
Women and literatura
1925","Poesía
Felicidad en la literatura
Mujeres y literatura",Female,Spanish,Mexican
"El Cronista del Valle,  Brownsville,TX.","7, Marzo 1925 [p.2]",Imposible,"Posada, Esperanza","Poetry
Love poetry
Sadness in literature
1925
Disappointment in literature
Death in literature","Poesía
Poesía amorosa
Tristeza en la literatura
Decepción en al literatura
Muerte en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","10, Marzo 1925 [p.2]",Desprecio!,"Posada, Esperanza","Poetry
Love Poetry
Emotions in literature
1925
Sadness in literature","Poesía
Poesía amorosa
Emociones en la literatura
Tristeca en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","17, Marzo 1925 [p.2]",Optimismo,"Posada, Esperanza","Poetry
Love poetry
Faith in literature
Life in literature
1925","Poesía
Poesía amorosa
Fe en la literatura
Vida en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","20, Marzo 1925 [p.2]",A veces...,"Posada, Esperanza","Poetry
Love Poetry
1925
Women authors","Poesía
Poesía amorosa
Autoras",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville,TX","4, Abril 1925 [p.2]",Ensueño,"Posada, Esperanza","Poetry
Love poetry
1925","Poesía
Poesía amorosa",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville,TX.","6, Abril 1925 [p.2]","""Sabes?""---","Posada, Esperanza","Poetry
Love poetry
1925","Poesía
Poesía amorosa",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","14, Abril 1925 [p.2]","""Varias veces""","Posada, Esperanza","Poetry
Love poetry
1925","Poesía
Poesía amorosa",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","20, Abril 1925 [p.2]",¡Señor...!,"Posada, Esperanza","Poetry
Death in literature
Faith in literature
Religion in literature
1925","Poesía
Muerte en la literatura
Fe en la literatura
Religión en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","20, Abril 1925 [p.2]","""Encanto del corazón""","Posada, Esperanza","Poetry
Love in literature
Women and literature
Love poetry
Ilusion in literature
1925","Poesia
Amor en la literatura
Mujeres y literatura
Poesía amorosa
Ilusión en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","23, Abril 1925 [p.2]",Para ti,"Posada, Esperanza","Poetry
Women and literature
Love in literature
Love poetry
1925","Poesía
Mujeres y literatura
Amor en la literatura
Poesía amorosa",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","29, Mayo 1925 [p.2]",Mi tristeza,"Posada, Esperanza","Short stories
Nature in literature
Love in literature
Idealism in literature
Women and literture
Sadness in literature
Ilusion in literature
1925","Cuentos
Amor en la literatura
Idealismo en la literatura
Mujeres y literatura
Naturaleza en la literatura
Tristeza en la literatura
Ilusión en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","5, Junio 1925 [p.2]",Quizá mañana...!,"Posada, Esperanza","Short stories
Love in literature
Women and literature
Disappointment in literature
Memory in literature
Women in literature
1925","Cuentos
Amor en la literatura
Mujeres y literatura
Decepción en la literatura
Recuerdo en la literatura
Mujeres en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","5, Junio 1925 [p.2]",Quizá mañana...!,"Posada, Esperanza","Short stories
Love in literature
Women and literature
Disappointment in literature
Memory in literature
Women in literature
1925","Cuentos
Amor en la literatura
Mujeres y literatura
Decepción en la literatura
Recuerdo en la literatura
Mujeres en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.",,!Hiere...!,"Posada, Esperanza","Poetry
Love poetry
1924
Lost love","Poesía
Poesía amorosa
Amor perdido",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","13, Noviembre 1924 [p.2]","""A mi amiga del alma""","Posada, Esperanza","Poetry
Love poetry
Friendship in literature
1924","Poesía
Amor en la literatura
Amistad en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","15, Noviembre 1924 [p.2]","""He jurado""","Posada, Esperanza","Poetry
Love poetry
1924","Poesía
Poesía amorosa",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","29, Noviembre 1924 [p.2]",A mi fina amiga,"Posada, Esperanza","Poetry
Love poetry
1924","Poesía
Poesía amorosa",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","1, Diciembre 1924 [p.2]",Mi tesoro,"Posada, Esperanza","Poetry
Emotions in literature
Love in literature
1929","Poesía
Emociones en la literatura
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","10, Diciembre 1924 [p.2]",A...,"Posada, Esperanza","Poetry
Love poetry
1924
Sadness in literature
Death in literature","Poesía
Poesía amorosa
Tristeza en la literatura
Muerte en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","16, Diciembre 1924 [p.2]","""Solo entonces""","Posada, Esperanza","Poetry
Love poetry
1924
Lost love","Poesía
Poesía amorosa
Amor perdido",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX","30, Diciembre 1924 [p.2]","""¿Qué encerraba tu mirada""?","Posada, Esperanza","Poetry
Love in literature
Disappointment in literature
1924","Poesía
Amor en la literatura
Decepción en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","9, Enero 1925 [p.2]","""Mi primer pensamiento""","Posada, Esperanza","Poetry
Love in literature
Hope in literature
1925","Poesía
Amor en la literatura
Esperanza en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","13, Junio 1926 [p.2]",Alicia,"Posada, Esperanza","Poetry
Suffering in literature
1926","Poesía
Sufrimiento en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","25, Junio 1925 [p.2]",¡Niñez!...,"Posada, Esperanza","Poetry
Children in literature
Woman and literature
Love, maternal
Innocence in literature
Sadness in literature
1925","Poesía
Amor maternal
Niños en la literatura
Mujeres y literatura
Inocencia en la literatura
Tristeza en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","23, Junio 1925 [p.2]",Ya al entrar,"Posada, Esperanza","Short stories
Love in literature
Disappointment in literature
Women and literature
Women in literature
1925","Cuentos
Amor en la literatura
Decepción en la literatura
Mujeres y literatura
Mujeres en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","25, Junio 1925 [p.2]",Anhelo,"Posada, Esperanza","Poetry
Hope in literature
Women and literature
Dreams in literature
1925","Poesía
Esperanza en la literatura
Mujeres y literatura
Sueños en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","2, Julio 1925 [p.3]",Ruega,"Posada, Esperanza","Poetry
Love, maternal
Women and literature
Mother's day in literature
1925","Poesía
Amor maternal
Mujeres y literatura
Día de las madres en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville,TX.","11, Abril 1925 [p.2]","""Es en vano""","Poseda, Esperanza","Poetry
Love poetry
Emotions in literature
1925
Sadness in literature","Poetry
Poesía amorosa
Emociones en la literatura
Tristeza en la literatura",Female,Spanish,Female
"El Cronista del Valle, Brownsville, TX.","5, Agosto 1926 p.3",La copla andaluza,"Prada, Gloria de","Poetry
Coplas
Love in literature
Sadness in literature
1926","Poesía
Coplas
Amor en la literatura
Tristeza en la literatura",Female,Spanish,
"El Heraldo Mexicano, San Antonio, TX.","25, Marzo 1928 [p.2]",La copla andaluza,"Prada, Gloria de la, 1886-1951","Poetry
Coplas
1928","Poesía
Coplas",Female,,Spanish
"El Cronista del Valle, Brownsville, TX.","22, Junio 1927 p.3",La copla andaluza,"Prada, Gloria de la, 1886-1951","Epigrams
1927",Epigramas,Female,Spanish,Spanish
"El Cronista del VAlle, Brownsville, TX.","30, Julio 1927 p.3",La copla andaluza,"Prada, Gloria de la, 1886-1951","Poetry
Coplas
1927","Poesía
Coplas",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX","17 mayo 1927, p. 3",La copla,"Prada, Gloria de la, 1886-1951","Poetry
Pride and vanity
1927","Poesía
Orgullo",Female,Spanish,SPAnish
"El Heraldo Mexicano, San Antonio, TX.","25, Marzo 1928 [p.2]",Manojo de flores,"Prette, Zoraida","Short stories
Motherhood
1928","Cuentos
Maternidad",Female,,
