ns1:PERIODICAL-TITLE,ns1:LOCATION,ns1:TITLE,ns1:AUTHOR,ns1:ENGLISH,ns1:SPANISH,ns1:GENDER,ns1:LANGUAGE,ns1:ETHNICITY
"El Faro Dominical,  El Paso, TX","18 Marzo, 1928  [p. 61]",Apresúrate,"de Trelles, Alicia Muller,  / f /","Essays
Sketches
Evangelistic work
1928","Ensayos
Bocetos
Obra evangélica",Female,Spanish,
"El Continental, El Paso, TX","24, mayo 1937 p.4",Acontecimientos regios,"D'Eerzell, Catalina (Pseud)
Dulché Escalente, Catalina, 1897-1950","Essays
Kings and rules
Love in literature
1937","Ensayos
Reyes y gobernantes
Amor en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","1, Noviembre 1936 p.11",Las injusticias de los hombres al hablar de las  mujeres,"Dela Cruz, Sor Juana Inés, 1651-1695","Poetry
Women in literature
Man-Woman relationships in literature
1936","Poesía
Mujeres en la liteatura
Relaciones hombre-Mujer en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","22, Diciembre 1924 [p.2]",El hombre molesto,"Delarve-Madrus, Lucia","Short stories
Hypochondria in literature
Blindness in literature
1924","Cuentos
Hipocondria en la literatura
Ceguera en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","5, Julio 1936 p.8",Por qué mandan las mujeres. IN: Buzón femenino.,"Derville, Susana","Essays
Didactic literture
Women in literature
1936","Ensayos
Literatura didáctica
Mujeres en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","30, Noveimbre 1936 p.3",Flores muertas,"Derville, Susana","Poetry
Love in literature
Sadness in liteature
Disappointment in literature
1936","Poesía
Amor en la literatura
Tristeza en la literatura
Decepción en literatura",Female,Spanish,
"El Continental, El Paso, TX.","12, Noviembre 1935 p.6",D'erzell rompe lanza en favor de la mujer.,"D'Erzell, Catalina (pseud)
Dulché Escalante, Catalina, 1897-1950","Essays
Didactic literature
Women in literature
Women-Social conditions
Women-Rights
1935","Ensayos
Literatura didáctica
Mujeres en la literatura
Mujeres-condicines sociales
Mujeres-Derechos",Female,Mexican,
"El Continental, El Paso, TX.","29, Abril 1935 p.4",Héroes hambrientos. In: Digo yo como mujer,"D'erzell, Catalina (pseud.)
Dulché Escalante, Catalina, 1897-1950","Essays
Didactic literature
War in literature
Mexico-Frontier troubles-1910-1920
Women and literature
1935","Ensayos
Literatura didáctica
Guerra en la literatura
México-Incidentes fronterizos-1910-1920
Mujeres y la literatura",Female,Spanish,"Mexican
Mexican?"
"El Continental, El Paso, TX.","22, Junio 1937 p.4",Las siervas de María,"D'Erzell, Catalina (pseud.)
Dulché Escalante, Catalina, 1897-1950","Essays
Didactic literature
Women in literature
Religion in literature
Charity in literature
1937","Ensayos
Literatura didáctica
Mujeres en la literatura
Religión en la literatura
Caridad en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","6, Julio 1936 p.4",Los salvajes modernos,"D'erzell, Catalina E.
Dulché Escalante, Catalina, 1897-1950","Essays
Didactic literture
Women and literature
Violence
1936","Ensayos
Literatura didáctica
Mujeres y la literatura
Violéncia",Female,Spanish,Mexican
"El Continental, El Paso, TX.","4, Diciembre 1935 p.3",Buzón femenino.,"Disx, Dorothy, 1861-1951","Short stories
Love in literature
Marriage in literature
Women-Social conditions
1935","Cuentos
Amor en la literatura
Matrimonio en la litiratura
Mujeres-condiciones sociales",Female,Spanish,Anglo-American
"El Continental, El Paso, TX.","8, Diciembre 1935 p.6",[Finnanzas y matrimonio] IN: Buzón femenino.,"Dix, Dorothy","Essays
Didactic literture
Love in literature
Marriage in literature
1935","Ensayos
Literatura didáctica
Amor en la literatura
Matrimonio en la literatura",Female,Spanish,Anglo-American
"El Heraldo Mexicano, San Antonio, TX.","30, Marzo 1930 2",El solterón que tiene mucho dinero.,"Dix, Dorothy, 1861-1931","Essays
Single men
Men-woman relationship
1930","Ensayos
Hombres solteros
Relaciones hombre-mujer",Female,,American
"El Continental, El Paso, TX.","1, Diciembre 1935 p.12",Plática para mujeres.,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Marriage in literature
Home
1935","Ensayos
Literatura didáctica
Matrimonio en la literatura
Hogar",Female,Anglo-American,
"EL Continental, El Paso, TX.","2, Diciembre 1935 p.3",Buzón femenino,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Courtship
1935","Ensayos
Literatura didáctica
Cortejo amoroso",Female,Spanish,
"El Continental, El Paso, TX.","3, Diciembre 1935 p.3",Buzón femenino. [La cooperación del marido...],"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Marriage in literature
Discipline of children
1935","Ensayos
Literatura didáctica
Matrimonio en la literatura
Niños-Obediencia",Female,Spanish,Anglo-American
"El Continental, El Paso, TX.","5, Diciembre 1935 p.7",[La cooperación del marido...] IN: Buzón femenino.,"Dix, Dorothy, 1861-1951","Essays
Didactic literture
Education in literature
Marriage in literature
1935","Ensayos
Literatura didáctica
Educación en la literatura
matrimonio en la literatura",Female,Spanish,Anglo-American
"El Continental, El Paso, TX.","6, Diciembre 1935 p.2",[La cooperación del hombre] IN: Buzón femenino.,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Marriage in literature
Man-Woman relationship in literature
1935","Ensayos
Literatura didáctica
Matrimonio en la literatura
Relaciones hombre-Mujer en la literatura",Female,Spanish,Anglo-American
"El Continental, El Paso, TX.","16, Diciembre 1935 p.3",Buzón femenino,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Women in literature
Marriage in literature
1935","Ensayos
Literatura didáctica
Mujeres en la literatura
Matirmonio en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","17, Diciembre 1935 p.2",Buzón femenino,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Popularity in literture
Moral conditions in literature
1935","Ensayos
Literatura didáctica
Popularidad en la literatura
Condiciones morales en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","19, Diciembre 1935 p.7",Buzón femenino,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Women in literature
Marriage in literature
1935","Ensayos
Literatura didáctica
Mujeres en la literatura
Matrimonio en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","22, Diciembre 1935 p.6",Buzón femenino,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Marriage in literature
1935","Ensayos
Literatura didáctica
Matrimonio en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","24, Diciembre 1935 p.3",Buzón femenino,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Women in literature
Women-Education
1935","Ensayos
Literatura didáctica
Mujeres en la literatura
Mujeres-Educación",Female,Spanish,
"El Continental, El Paso, TX.","25, Diciembre 1935 p.10",Buzón femenino,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Women in literature
Marriage in literature
Disappointment in literature
1935","Ensayos
Literatura didáctica
Mujeres en la literatura
Matrimonio en la literatura
Decepción en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","31, Diciembre 1935 p.3",Consejos para las muchachitas de quince años. IN: Buzón femenino,"Dix, Dorothy, 1861-1951","Essays
Didactic literature
Youth in literature
Youth-Conduct of life
Education in literature
1935","Ensaos
Literatura didáctica
Juventud en la literatura
Juventud-Conducta (Etica)
Educación en la literatura",Female,Spanish,
"El Defensor, Edinburg, TX.","15, Agosto 1930 p.2",¿Han cambiado realmente las mujers?,"Dix, Dorothy, 1861-1951","Essays
Women in literature
1930",,Female,,American
"El Defensor, Edinburg, TX.","19, Septiembre 1930 p.3",Lo que deben los hijos a los padres.,"Dix, Doroty, 1861-1951","Essays
Parenthood in literature
1930",,Female,,American
"El Cronista del Valle, Brownsville, TX.","24, Agosto, 1926 p.2",La calle de San Rafael,Dolores Bolio,"Poetry
Poetry of places
1926","Poesía
Poesía de lugares",Female,Language,Mexican
"El Cronista del Valle, Brownsville, TX.","26, Diciembre 1924 [p.2]",Inútil,"Dolphin, Suzanne","Poetry
Love poetry
Lost love
1924","Poesía
Poesía amorosa
Amor perdido",Female,Spanish,
"El Continental, El Paso, TX.","23, Junio 1937 p.3",El ranchero mexicano es un tipo gallardo y arrogante.,"Duarte, María","Essays
Didactic literature
Farmers in literature
Mexicans in literature
Folklor in literature
1937","Ensayos
Literatura didáctica
Granjeros en la literatura
Mexicanos en la literatura
Folklor en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","5, Diciembre 1937 p.4",Orgullo de México,"Dulché Escalante Catalina, 1897-1950
D'Erzell, Catalina (pseud.)","Literary notices
Sansores Pren, Rosario, 1898-1972
Women writers
1937","Noticias literarias
Mujeres escritoras",Female,Spanish,Mexican
"El Continental, El Paso, TX.","15, Agosto 1937 p.7",Abandonada. IN: Buzón femenino,"Dulche Escalante, Catalina
D'Erzell, Catalina","Essays
Women in literature
Love in literature
Women-Social conditions
Honor in literature
Moral conditions in literature
1937","Ensayos
Mujeres en la literatura
Amor en la literatura
Mujeres-Condiciones sociales
Honor en la literatura
Condiciones morales en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX","11, enero 1938 p.4",Diplomáticos calzonudos,"Dulche Escalante, Catalina, 1897-1950
D' Erzell, Catalina","Essays
Politics - Mexico
1938","Ensayos
Politica - México",Female,Spanish,Mexican
"El Continental, El Paso, TX.","22, Noviembre 1937 p.4",Ya no hay musas,"Dulche Escalante, Catalina, 1897-1950
D'Erzell, Catalina","Essays
Women in literature
Feminism in literature
1937","Ensayos
Mujeres en la literatura
Feminismo en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","4, Julio 1937 p.4",Turistas candorosos,"Dulche Escalante, Catalina, 1897-1950
D'Erzell, Catalina (pseud.)","Essays
Mexicans in literature
Tourists in literature","Ensayos
Mexicanos en la literatura
Turistas en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","11, Noviembre 1937 p.4",Mujer revolucionaria,"Dulché Escalante, Catalina, 1897-1950
D'Erzell, Catalina (pseud.)","Essays
Women in literature
Women-Vote-Mexico
1937","Ensayos
Mujeres en la literautra
Mujeres-Voto-México",Female,Spanish,Mexican
"El Continental, El Paso, TX.","15, Julio 1937 p.6",Buzón femenino,"Dulchée Escalante, Catalina, 1897-1950
D'Erzill, Catalina (pseud.)","Essays
Women in literature
Beauty in literature
1937","Ensayos
Mujeres en la literatura
Belleza en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","15, Diciembre 1936 p.3",El fervor de las rosas,"Dupont, Margarita","Poetry
Love in literature
1936","Poesía
Amor en la literatura",Female,Spanish,
"El Heraldo Mexicano, San Antonio, TX.","25, Agosto 1929 [p.3]",Como hacer un buen  matrimonio.,"Durand, Mme Alice Marie Céleste
(Fleury) 1842-1902","Essays
Women
Marriage
1929",,Female,,French
"La Patria, El Paso, TX","15, Septiembre 1919 [p.8]",Amor patrio,"Durón, Altagracia","Essays
Mexico-History-Anniversaries
Mexico-History-Wars of Independence, 1810-1821
1919
Mexico-Politics and government-1910-1946","Ensayos
México-Historia-Aniversarios
México-Historia-Guerras de Independencia, 1810-1821
México-Política y gobierno-1910-1946",Female,Spanish,Mexican
"El Continental, El Paso, TX.","11, Junio 1935 p.4",Mujer moderna.,"Elizondo, Hortensia","Essays
Didactic literature
De la Cruz, Sor Juana Inés, 1651-1695
Women in literature
Montoya, Matilde P.de
Women -Social conditions
1935","Ensayos
Literatura didáctica
Mujeres en la literatura
Mujeres-Condiciones sociales",Female,Spanish,
"El Continental, El Paso, TX.","16, Junio 1935 [p.2]",Mujer moderna,"Elizondo, Hortensia","Essays
Didactic literature
Women in literature
1935","Ensayos
Literatura didáctica
Mujeres en la literatura",Female,Spanish,
"El Continental, El Paso, TX","30, diciembre 1937 p.4",Ciudadanas,"Elizondo, Hortensia, 1908-
Ana Maria (psevd.)","Essays
Women - Rights - Mexico
1937","Ensayos
Mujeres - Derechos - México",Female,Spanish,Mexican
"El Continental, El Paso, TX.","23, Mayo 1937 p.8",El reclamo,"Elizondo, Isabel","Poetry
Love poetry
1937","Poesía
Poesía amorosa",Female,Spanish,
"El Defensor, Edinburg, TX.","11, Abril 1930 p.5",Digo yo como mujer...Las mujeres que triunfan.,"Erzell, Catalina","Women in literature
Essays
1930
Woman and literature","Mujeres en la literatura
Ensayos
Mujer y literatura",Female,,Mexican
"El Defensor, Edinburg, TX.","7, Febrero 1930 p.5",Digo yo como mujer...¿De qué se asustan ellos?,"Erzell, Catalina de","Women in literature
Essays
1930
Man-woman relationships
Feminism in literature","Mujeres en literatura
Ensayos
Relaciones hombre-mujer
Feminismo en la literatura",Female,,Spanish
"El Defensor, Edinburg, TX.","8, Agosto 1930 p.5",Digo yo como mujer...Robo de amor.,"Erzell, Catalina G.","Essays
Love in literature
1930",,Female,,Spanish
"El Defensor, Edinburg, TX.","5, Septeimbre 1930 p.3",Digo yo como mujer...La mujer y el pavo real.,"Erzell, Catalina G.","Essays
Women in literature
Women and literature
1930",,Female,,Spanish
"El  Defensor, Edinburg, TX.","22, Agosto 1930 p.5",Digo yo como mujer...Los  anestésicos y la voluntad divina,"Erzell, Catalina J.","Essays
ANesthesia
García Marín
1930
Women and literature",,Female,,Spanish
"El Defensor, Edinburg, TX.","19, Septiembre 1930 p.3",Digo yo como mujer....Lejos de la capital.,"Erzell, Catalina J.","Essays
Mexico-Description and Travel
Agricultural laborers-Mexico
Teachers-Mexico
Women in literature
1930
Women and literature",,Female,,Spanish
"El Defensor, Edinburg, TX.","26, Septiembre 1930 p.3",Digo yo como mujer... nuestra igualdad con los hombres.,"Erzell, Catalina J.","Essays
Women and literature
Men -women relationship
Feminism in lterature
1930",,Female,,Spanish
"El Heraldo Mexicano, San Antonio, TX.","4, Agosto 1929 [p.2]",Amor a última hora,"Erzell, Catalina J.","Essays
Men-Woman relationship
1929",,Female,,Mexican
"El Continental, El Paso, TX.","1, Julio 1936 p.2",Buzón femenino,"Escoriaza, Teresa de","Essays
Didactic literature
Women in literature
Marriage in literature
Women-Social conditions
1936","Ensayos
Literatura didáctica
Mujeres en la literatura
Matrimonio en la literatura
Mujeres-Condiciones sociales",Female,Spanish,
"El Continental, El Paso, TX.","28, Julio 1936 p.3",Buzón femenino,"Escoriazo, Teresa de","Essays
Didactic literature
Women in literature
Letters
1936","Ensayos
Literatura didáctica
Mujeres en la literatura
Cartas",Female,Spanish,
"El Continental, El Paso, TX.","30, Julio 1936 p.5",La bella ocula. IN: Buzón femenino,"Escoriazo, Teresa de","Essays
Didactic literature
Women in literature
Beauty, Personal
1936","Ensayos
Literatura didáctica
Mujeres en la literatura
Belleza personal",Female,Spanish,
"El Continental, El Paso, TX.","6, Octubre 1937 p.4",Estampas de viaje,"Escudero Lujan, Carolina","Essays
Literature of places-Michocán
1937","Ensayos
Literatura de lugares-Michoacán",Female,Spanish,
"El Continental, El Paso, TX.","19, Septiembre 1937 p.4",La mujer trabajadora y el matrimonio,"Escudero Lujan, Carolina, b.1905","Essays
Women in literature
Women-Social conditions
Marriage in literature
1937","Ensayos
Mujeres en la literatura
Mujeres-Condiciones sociales
Matrimonio en la literatura",Female,Spanish,Mexican
"La Patria, El Paso, TX","14, Enero 1920 p.2",El regresar,"Espe, Beatriz de","Short stories
Motherhood in literature
1920
Death in literature
Mother and child","Cuentos
Maternidad en la literatura
Muerte en la literatura
Madre e hijo",Female,Spanish,
"La Patria, El Paso, TX","14, Enero 1920 p.2",El regresar,"Espe, Beatriz de","Short stories
Motherhood in literature
1920
Death in literature
Mother and child","Cuentos
Maternidad en la literatura
Muerte en la literatura
Madre e hijo",Female,Spanish,
"La Evolución, Laredo, TX.","23, Febrero 1919 [p.3]",Cuento invernal.  Mariposa,"Espina, Concha, 1869-1955","Short stories
Children in literature
Death in literature
1919
Charity in literature","Cuentos
Niños en la literatura
Muerte en la literatura
Caridad en la literatura",Female,Spanish,
"La Evolución, Laredo, TX.","23, Febrero 1919 [p.3]",Cuento invernal.  Mariposa,"Espina, Concha, 1869-1955","Short stories
Children in literature
Death in literature
1919
Charity in literature","Cuentos
Niños en la literatura
Muerte en la literatura
Caridad en la literatura",Female,Spanish,
"La Evolución, Laredo, TX.","23, Febrero 1919 [p.3]",Cuento invernal.  Mariposa,"Espina, Concha, 1869-1955","Short stories
Children in literature
Death in literature
1919
Charity in literature","Cuentos
Niños en la literatura
Muerte en la literatura
Caridad en la literatura",Female,Spanish,
"La Evolución, Laredo, TX.","30, Octubre 1918 [p.2]",La sana alegría,"Espina, Concha, 1869-1955","Essays
Sketches
Courtship in literature
Love in literature
Women and literature
1918","Ensayos
Bocetos
Cortejo amoroso en la literatura
Amor en la literatura
Mujeres y la literatura",Female,Spanish,Spanish
"La Evolución, Laredo, TX.","30, Octubre 1918 [p.2]",La sana alegría,"Espina, Concha, 1869-1955","Essays
Sketches
Courtship in literature
Love in literature
Women and literature
1918","Ensayos
Bocetos
Cortejo amoroso en la literatura
Amor en la literatura
Mujeres y la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX.","14, Julio 1926 [p.3]",La virgen de las batallas,"Espina, Concha, 1869-1955","Religion in literature
Faith in literature
1926","Religión en la literatura
Fe en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX.","17, Julio 1926 [p.3]",La tradición,"Espina, Concha, 1869-1955","Short stories
Love in literature
Seduction in literature
Women in literature
1926","Cuentos
Amor en la literatura
Seducción en la literatura
Mujeres en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX","25, Enero 1927 p.3",La traición,"Espina, Concha, 1869-1955","Short stories
Love in literature
Disappointment in literature
1927","Cuentos
Amor en la literatura
Decepción en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX.","2, Febrero 1926 [p.2]",La cizaña,"Espina, Concha, 1869-1955","Short stories
Children in literature
Social classes in literature
1926","Cuentos
Niños en la literatura
Clases sociales en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX.","2, Febrero 1926 [p.2]",La cizaña,"Espina, Concha, 1869-1955","Short stories
Children in literature
Social classes in literature
1926","Cuentos
Niños en la literatura
Clases sociales en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX","2, Marzo 1926 [p.2]",Vocación,"Espina, Concha, 1869-1955","Short stories
Vocation in literature
Religion in literature
Suffering in literature
1926
Children in literature","Cuentos
Vocación en la literatura
Religión en la literatura
Sufrimiento en la literatura
Niño en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX","2, Marzo 1926 [p.2]",Vocación,"Espina, Concha, 1869-1955","Short stories
Vocation in literature
Religion in literature
Suffering in literature
1926
Children in literature","Cuentos
Vocación en la literatura
Religión en la literatura
Sufrimiento en la literatura
Niño en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX","2, Marzo 1926 [p.2]",Vocación,"Espina, Concha, 1869-1955","Short stories
Vocation in literature
Religion in literature
Suffering in literature
1926
Children in literature","Cuentos
Vocación en la literatura
Religión en la literatura
Sufrimiento en la literatura
Niño en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX","4 Enero, 1929, p. 2; 4",Pastorela,"Espina, Concha, 1869-1955","Short stories
Love in literature
1929","Cuentos
Amor en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX.","12, Junio 1925 [p.2]",Raya del cielo,"Espino, Concha","Short stories
Women and literature
Death in liteature
Chile
Nature in literature
1925","Cuentos
Mujeres y literatura
Muerte en la literatura
Chile
Naturaleza en la literatura",Female,Spanish,
"El Latino Americano, El Paso, TX.","28, Febrero 1891 [p.4]",Plegaria de una joven.,"Espino, Rosa","Poetry
Religious in poetry
1891","Poesía
Poesía religiosa
Virgen María",Female,,
"El Eco, Kingsville, TX.","1, Agosto, 1933 p.10",Para Virgilio R. Acevedo,"Espinosa, Benita C.","Poetry
Death in literature
Heaven in literature
1933
Women and literature","Poesía
Muerte en la literatura
Cielo en la literatura",Female,Spanish,
"La Evolución, Laredo, TX.","3, Abril 1919 [p.3]",Producción del beso,"Espinosa, M. Luisa","Poetry
Kisses in literature
Love poetry
1919","Poesía
Besos en la literatura
Poesía amorosa",Female,Spanish,
"La Evolución, Laredo, TX.","18, Mayo 1919 [p.2]",Dejadla con mi fiel melancolía,"Espinosa, María Luisa","Poetry
Sadness in literature
Death in literature
1919","Poesía
Tristeza en la literatura
Muerte en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","6, Agosto 1925 [p.2]",Juventud,"Espinosa, María Luisa","Poetry
Love in literature
Youth in literature
Life in literature
1925","Poesía
Amor en la literatura
Juventud en la literatura
Vida en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","6, Agosto 1925 [p.2]",Vida conyugal,"Espinosa, María Luisa","Poetry
Marriage in literature
1925","Poesía
Matrimonio en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","28, Julio 1927 p.2",Mi ruego,"Estrada Ayala, Aurora","Poetry
Prayer in literature
1927","Poesía
Oración en la literatura",Female,Spanish,
"EL Eco, Kingsville, TX.","Noviembre, 1939 p.1",La zagala (coro dramatizado),"Euresti, Severa","Dramas
Jesus Christ-Nativity virgin birth
Jesus Christ-Messiahship
1939
Women and literature","Dramas
Jesucristo-Nacimiento de virgen
Jesucristo-Mesiazgo
Mujeres en la literatura",Female,Spanish,
"El Eco, Kingsville, TX.","Febrero-Marzo, 1935 p.1",Año Nuevo,"Falcon, Elida G. de","Poetry
New Year in literature
1935
Women and literature","Poesía
Año Nuevo en la literatura",Female,Spanish,
"El Eco, Kingsville, TX.","1, Diciembre 1934 p.8",Diálogo de Navidad (un niño pequeño y su madre),"Falcón, Elida G. de","Dialogs
Values in literature
Christmas in literature
Faith in literature
Charity in literature
Jesus Christ-Divinity
Didactic literature
1934","Diálogos
Valores en la literatura
Fe en literatura
Caridad en la literatura
Jesucristo-Divinidad
Literatura didáctica
Navidad en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","4, Marzo 1926 [p.2]",Tu primer lauro,"Falcón, Elida G. de","Poetry
Degrees, Academic
Success in literature
Love, maternal
1926","Poesía
Títulos académicos
Exito en la literatura
Amor maternal",Female,Spanish,
"El Faro Dominical,  El Paso, TX","27 Marzo, 1932  [p. 67]",Resurrección,"Falcón, Elida G.,  / f /","Poetry
Christian poetry
Jesus Christ-Burial
Jesus Christ-Resurrection
1932","Poesía
Poesía cristiana
Jesucristo-Entierro
Jesucristo-Resurrección",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","4, Marzo 1927 p.3",De todo para todos,"Ferro C., María Emma","Short stories
Love in literature
1927","Cuentos
Amor en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","12, Mayo 1935 p.9",Un pensamiento a mi madre.,"García, Belén","Poetry
Love, maternal
1935","Poesía
Amor maternal",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","8, Abril 1926 [p.2]",El instinto,"Geruzaga, Margot","Poetry
Women-Seual behavior Chastity in literature
Instinct in literature
Desire in literature
1926","Poesía
Mujeres-Conducta sexual
Castidad en la literautra
Instintos en la literatura
Deseo en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","28, Junio 1936 p.6",El amor en el matrimonio. IN: Buzón femenino,"Glyn, Elino, 1864-1943","Essays
Didactic literature
Women in literature
Marriage in literature
1936","Ensayos
Literatura didáctica
Mujeres en la literatura
Matrimonio en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","11, Abril 1925 [p.4]",Nocturno,"Godey, Lucila 1889-1957
Gabriela Mistral (pseud.)","Poetry
Jesus christ in literature
God-omniparence
1925
Death in literature","Poesía
Jesuscristo en la literatura
Dios-omnipotencia
Muerte en la literatura",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","16, Abril 1925 [p.2]",Versos de Gabriela Mistral,"Godoy A., Lucila, 1889-1957
Gabriela Mistral (pseud)","Poetry
Latin America
1925
Spanish language
Religion in literature
America-Discovery and exploration","Poesía
America Latina
Español
Religión en la literatura
América-Descubrimiento y exploraciones",Female,Spanish,
"El Continental, El Paso, TX.","2, Enero 1935 p.4","Oye, noche...","Godoy Alcayaga, Lucila, 1889-1957
Mistral, Gabriela (pseud),","Essays
Night in literature
1935","Ensayos
Noche en la literatura",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","5, Diciembre 1926 p.3",Ronda de niños,"Godoy Alcayaga, Lucila, 1889-1957
Mistral, Gabriela (pseud.)","Poetry
Children's poetry
1926","Poesía
Poesía infantil",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","26, Febrero 1927 p.3",Caricia,"Godoy Alcayaga, Lucila, 1889-1957
Mistral, Gabriela (pseud.)","Poetry
Love in literature
Mothers in literature
1927","Poesía
Amor en la literatura
Madres en la literatura",Female,Spanish,Chilean
"El Cronista del Valle, Brownsville, TX.","5, Enero 1925 [p.2]",Los sonetos de la muerte,"Godoy, Alcayaga, Lucila, 1889-1959
Mistral,  Gabriela","Poetry
Death in literature
Love in literature
1925","Poesía
Muerte en la literatura
Amor en la literatura",Female,Spanish,Chilean
"El Continental, El Paso, TX","14, enero 1938 p.6","Viejo sol.
En: Espontaneidades",Goldberg D. Fanny,"Poetry
Nature in literature
1938","Poesía
Naturaleza en la literatura",Female,Spanish,Mexican?
"El Continental, El Paso, TX.","10, Noviembre 1935 p.9",Aqua purísima. IN: Espontaneidades.,"Goldberg D., Fanny","Poetry
Nature in literature
Death in literature
1935","Poesía
Naturaleza en la literatura
Muerte en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","24, Noviembre 1935 p.7",Siembra y pizca. IN: Espontaneidades.,"Goldberg D., Fanny","Poetry
Farmers
Harvesting
1935
Nature in literature","Poesía
Granjeros
Cosechas
Naturaleza en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","9, Diciembre 1935 p.6",A la mujer dormida. IN: Espontaneidades.,"Goldberg D., Fanny","Poetry
Poetry of places
Patriotic poetry
1935","Poesía
Poesía de lugares
Poesía patriotica",Female,Spanish,
"El Continental, El Paso, TX.","10, Diciembre 1935 p.6",Mis esqueleto. IN: Espontaneidades,"Goldberg D., Fanny","Poetry
Death in literature
1935","Poesía
Muerte en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","1, Junio 1936 p.4",Oro y corcho. IN: Espontaneidades.,"Goldberg D., Fanny","Poetry
Navigation in literature
Life in literature
1936","Poesía
Navigación en la literatura
Vida en la literatura",Female,Spanish,
"El Continental, El paso, TX.","2, Diciembre 1936 p.7",Piensa,"Goldberg D., Fanny","Poetry
Pride and vanity
1936","Poesía
Orgullo",Female,Spanish,Mexican
"El Continental, El Paso, TX.","6, Diciembre 1936 p.6",Cenizas,"Goldberg D., Fanny","Poetry
Love in literature
1936","Poesía
Amor en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","7, Diciembre 1936 p.2",Ahora me arrepiento,"Goldberg D., Fanny","Poetry
Love in literature
Disappointment in literature
1936","Poesía
Amor en la literatura
Decepción en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX",3 marzo 1938 p. 6,"Yo no sé
en: cancionero","Grever, Maria, 1885-1951","Songs
Love songs
1938","Canciones
Cancioñ de amor",Female,Spanish,Mexican
"El Continental, El Paso, TX",3 marzo 1938 p. 6,"Yo no sé
en: cancionero","Grever, Maria, 1885-1951","Songs
Love songs
1938","Canciones
Cancioñ de amor",Female,Spanish,Mexican
"El Continental, El Paso, TX","3, marzo 1938 p.7","Chiquitita mia.
en: cancionero","Grever, Maria, 1885-1951","Songs
Love song
1938","Canciones
cancioñ de amor",Female,Spanish,Mexican
"El Continental, El Paso, TX.","5, Abril 1935 p.9",Cuando vuelva a tu lado. IN: Cancionero.,"Grever, María, 1885-1951","Songs
Love songs
1935","Canción
Canción de amor",Female,Spanish,Mexican
